1412,3,80,90,0.475333333333
1412,3,100,109,0.509666666667
1412,3,120,126,0.539666666667
1412,3,140,145,0.565333333333
1412,3,160,164,0.593
1412,3,180,186,0.614333333333
1412,3,200,206,0.632666666667
1412,3,250,254,0.668666666667
1412,3,300,297,0.699333333333
1412,3,400,403,0.741
1412,3,500,524,0.780333333333
1412,3,600,607,0.801666666667
1412,3,700,698,0.829
1412,3,800,860,0.844333333333
1412,3,900,915,0.86
1614,4,80,93,0.494
1614,4,100,115,0.530666666667
1614,4,120,133,0.555333333333
1614,4,140,150,0.584666666667
1614,4,160,169,0.605333333333
1614,4,180,191,0.625
1614,4,200,212,0.646333333333
1614,4,250,266,0.69
1614,4,300,304,0.723333333333
1614,4,400,403,0.761666666667
1614,4,500,504,0.796
1614,4,600,597,0.824666666667
1614,4,700,691,0.845
1614,4,800,789,0.86
1614,4,900,888,0.876666666667
2036,5,80,98,0.507666666667
2036,5,100,117,0.544666666667
2036,5,120,140,0.574
2036,5,140,157,0.598
2036,5,160,175,0.621333333333
2036,5,180,195,0.641
2036,5,200,220,0.657666666667
2036,5,250,271,0.700666666667
2036,5,300,316,0.731333333333
2036,5,400,414,0.779666666667
2036,5,500,514,0.809666666667
2036,5,600,616,0.833333333333
2036,5,700,709,0.853666666667
2036,5,800,822,0.869666666667
2036,5,900,925,0.882666666667
2398,6,80,99,0.515
2398,6,100,121,0.553333333333
2398,6,120,139,0.586666666667
2398,6,140,160,0.609
2398,6,160,181,0.631
2398,6,180,202,0.653666666667
2398,6,200,225,0.671333333333
2398,6,250,275,0.709666666667
2398,6,300,322,0.741333333333
2398,6,400,427,0.791666666667
2398,6,500,521,0.819333333333
2398,6,600,634,0.842666666667
2398,6,700,723,0.857666666667
2398,6,800,823,0.878
2398,6,900,923,0.89
2848,7,80,100,0.532666666667
2848,7,100,122,0.567666666667
2848,7,120,147,0.598
2848,7,140,168,0.623666666667
2848,7,160,191,0.643666666667
2848,7,180,208,0.664
2848,7,200,226,0.679333333333
2848,7,250,284,0.723
2848,7,300,336,0.748
2848,7,400,432,0.795333333333
2848,7,500,542,0.826666666667
2848,7,600,640,0.848666666667
2848,7,700,751,0.869
2848,7,800,855,0.885
2848,7,900,956,0.898666666667
3233,8,80,103,0.532666666667
3233,8,100,128,0.577
3233,8,120,155,0.605
3233,8,140,171,0.629
3233,8,160,190,0.651
3233,8,180,214,0.671333333333
3233,8,200,232,0.687666666667
3233,8,250,291,0.727
3233,8,300,339,0.759333333333
3233,8,400,443,0.805333333333
3233,8,500,556,0.833666666667
3233,8,600,654,0.857
3233,8,700,756,0.879333333333
3233,8,800,866,0.893333333333
3233,8,900,971,0.908333333333
3664,9,80,105,0.535333333333
3664,9,100,127,0.578
3664,9,120,149,0.611333333333
3664,9,140,173,0.635
3664,9,160,194,0.658
3664,9,180,220,0.674666666667
3664,9,200,236,0.693666666667
3664,9,250,290,0.731333333333
3664,9,300,348,0.761666666667
3664,9,400,450,0.809
3664,9,500,560,0.841
3664,9,600,661,0.865
3664,9,700,772,0.886666666667
3664,9,800,877,0.9
3664,9,900,987,0.912333333333
3963,10,80,107,0.545333333333
3963,10,100,131,0.587
3963,10,120,153,0.623333333333
3963,10,140,175,0.645
3963,10,160,197,0.668
3963,10,180,217,0.688
3963,10,200,240,0.705333333333
3963,10,250,293,0.743333333333
3963,10,300,349,0.772333333333
3963,10,400,457,0.815666666667
3963,10,500,566,0.852333333333
3963,10,600,671,0.871666666667
3963,10,700,774,0.889333333333
3963,10,800,881,0.904333333333
3963,10,900,987,0.915666666667
4828,12,80,112,0.550333333333
4828,12,100,139,0.589333333333
4828,12,120,159,0.627
4828,12,140,187,0.654333333333
4828,12,160,203,0.681666666667
4828,12,180,225,0.698333333333
4828,12,200,249,0.715333333333
4828,12,250,309,0.750333333333
4828,12,300,358,0.78
4828,12,400,475,0.823333333333
4828,12,500,586,0.856333333333
4828,12,600,701,0.878333333333
4828,12,700,807,0.894333333333
4828,12,800,915,0.909333333333
4828,12,900,1029,0.920666666667
6074,15,80,120,0.560333333333
6074,15,100,145,0.601333333333
6074,15,120,173,0.631666666667
6074,15,140,189,0.665
6074,15,160,214,0.694333333333
6074,15,180,240,0.712333333333
6074,15,200,268,0.729666666667
6074,15,250,317,0.765333333333
6074,15,300,380,0.799333333333
6074,15,400,497,0.838
6074,15,500,610,0.866
6074,15,600,717,0.89
6074,15,700,836,0.906666666667
6074,15,800,947,0.916333333333
6074,15,900,1075,0.925666666667
6901,17,80,121,0.563333333333
6901,17,100,150,0.608666666667
6901,17,120,173,0.639333333333
6901,17,140,200,0.666
6901,17,160,217,0.691666666667
6901,17,180,242,0.714
6901,17,200,271,0.732666666667
6901,17,250,331,0.765333333333
6901,17,300,382,0.799333333333
6901,17,400,508,0.835666666667
6901,17,500,619,0.869
6901,17,600,736,0.893
6901,17,700,855,0.909666666667
6901,17,800,964,0.921666666667
6901,17,900,1083,0.930333333333
8028,20,80,127,0.569
8028,20,100,152,0.616333333333
8028,20,120,180,0.65
8028,20,140,208,0.68
8028,20,160,236,0.699666666667
8028,20,180,252,0.725333333333
8028,20,200,277,0.742333333333
8028,20,250,346,0.779
8028,20,300,402,0.807
8028,20,400,518,0.848666666667
8028,20,500,640,0.873
8028,20,600,768,0.895666666667
8028,20,700,884,0.913
8028,20,800,1002,0.926
8028,20,900,1115,0.935666666667
9212,23,80,132,0.585333333333
9212,23,100,157,0.621
9212,23,120,184,0.660333333333
9212,23,140,211,0.687
9212,23,160,239,0.710666666667
9212,23,180,266,0.729666666667
9212,23,200,286,0.75
9212,23,250,352,0.787
9212,23,300,410,0.812333333333
9212,23,400,536,0.853333333333
9212,23,500,652,0.880666666667
9212,23,600,782,0.901
9212,23,700,901,0.915666666667
9212,23,800,1026,0.927333333333
9212,23,900,1147,0.939
9922,25,80,137,0.592333333333
9922,25,100,165,0.625333333333
9922,25,120,189,0.660333333333
9922,25,140,212,0.687333333333
9922,25,160,245,0.711
9922,25,180,268,0.730333333333
9922,25,200,291,0.748666666667
9922,25,250,355,0.788
9922,25,300,422,0.813666666667
9922,25,400,537,0.857666666667
9922,25,500,662,0.881666666667
9922,25,600,783,0.898
9922,25,700,904,0.913
9922,25,800,1033,0.927666666667
9922,25,900,1149,0.937666666667
